title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
Asking for It,"O'Neill, Louise",IA,B,Fremont; Page; Mills; Montgomery,/works/OL20029535W,9781848428201,private,
Before I Die,"Downham, Jenny",IA,B,Fremont; Page; Mills; Montgomery,/works/OL9173668W,0375849378,private,https://covers.openlibrary.org/b/isbn/0375849378-M.jpg?default=false
Beloved,"Morrison, Toni",IA,B,Fremont; Page; Mills; Montgomery,/works/OL50548W,2264047968,borrow_available,
Beyond the Chocolate War,"Cormier, Robert",IA,B,Fremont; Page; Mills; Montgomery,/works/OL15857634W,9780006726814,private,https://covers.openlibrary.org/b/isbn/9780006726814-M.jpg?default=false
Brave New World,"Huxley, Aldous",IA,B,Fremont; Page; Mills; Montgomery,/works/OL64365W,9798849405629,borrow_available,
Breathless,"Niven, Jennifer",IA,B,Fremont; Page; Mills; Montgomery,/works/OL21684458W,9780241371923,Unknown,
Chinese Handcuffs,"Crutcher, Chris",IA,B,Fremont; Page; Mills; Montgomery,/works/OL3454727W,0688083455,private,https://covers.openlibrary.org/b/isbn/0688083455-M.jpg?default=false
Clap When You Land,"Acevedo, Elizabeth",IA,B,Fremont; Page; Mills; Montgomery,/works/OL20730641W,0062882767,Unknown,https://covers.openlibrary.org/b/isbn/0062882767-M.jpg?default=false
Collateral,"Hopkins, Ellen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL18025868W,9781451626377,private,https://covers.openlibrary.org/b/isbn/9781451626377-M.jpg?default=false
Crank,"Hopkins, Ellen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5969752W,9780689865190,private,https://covers.openlibrary.org/b/isbn/9780689865190-M.jpg?default=false
Eleanor & Park,"Rowell, Rainbow",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16803752W,1250053994,private,https://covers.openlibrary.org/b/isbn/1250053994-M.jpg?default=false
Empire of Storms,"Maas, Sarah J.",IA,B,Fremont; Page; Mills; Montgomery,/works/OL17625829W,9781619636095,borrow_available,https://covers.openlibrary.org/b/isbn/9781619636095-M.jpg?default=false
Everybody Sees the Ants,"King, A. S.",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16358723W,9780316129282,private,https://covers.openlibrary.org/b/isbn/9780316129282-M.jpg?default=false
"Everything, Everything","Yoon, Nicola",IA,B,Fremont; Page; Mills; Montgomery,/works/OL17843967W,9788327156785,private,https://covers.openlibrary.org/b/isbn/9788327156785-M.jpg?default=false
Fallout,"Hopkins, Ellen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL15110282W,9781416950097,private,https://covers.openlibrary.org/b/isbn/9781416950097-M.jpg?default=false
"Gabi, a Girl in Pieces","Quintero, Isabel",IA,B,Fremont; Page; Mills; Montgomery,/works/OL19987702W,0593082265,private,
Go Ask Alice,"Sparks, Beatrice",IA,B,Fremont; Page; Mills; Montgomery,/works/OL264729W,9782724200775,borrow_available,https://covers.openlibrary.org/b/isbn/9782724200775-M.jpg?default=false
Go Tell It on the Mountain,"Baldwin, James",IA,B,Fremont; Page; Mills; Montgomery,/works/OL228705W,9781101907610,private,https://covers.openlibrary.org/b/isbn/9781101907610-M.jpg?default=false
Going Bovine,"Bray, Libba",IA,B,Fremont; Page; Mills; Montgomery,/works/OL14960915W,9780375893766,private,https://covers.openlibrary.org/b/isbn/9780375893766-M.jpg?default=false
Gone Girl,"Flynn, Gillian",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16239762W,9780297859406,borrow_available,https://covers.openlibrary.org/b/isbn/9780297859406-M.jpg?default=false
It,"King, Stephen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL81613W,9781848940871,borrow_available,
Just Listen,"Dessen, Sarah",IA,B,Fremont; Page; Mills; Montgomery,/works/OL175865W,0142410977,Unknown,https://covers.openlibrary.org/b/isbn/0142410977-M.jpg?default=false
Kingdom of Ash,"Maas, Sarah J.",IA,B,Fremont; Page; Mills; Montgomery,/works/OL19352982W,1526635275,Unknown,https://covers.openlibrary.org/b/isbn/1526635275-M.jpg?default=false
Live Through This,"Scott, Mindi",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16585137W,1442440600,private,
Lock and Key,"Dessen, Sarah",IA,B,Fremont; Page; Mills; Montgomery,/works/OL175864W,9780143143055,private,https://covers.openlibrary.org/b/isbn/9780143143055-M.jpg?default=false
Looking for Alaska,"Green, John",IA,B,Fremont; Page; Mills; Montgomery,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Lucky,"Sebold, Alice",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5962663W,0759570485,borrow_available,
Me and Earl and the Dying Girl,"Andrews, Jesse",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Native Son,"Wright, Richard",IA,B,Fremont; Page; Mills; Montgomery,/works/OL275128W,9780060830557,borrow_available,https://covers.openlibrary.org/b/isbn/9780060830557-M.jpg?default=false
Nicholas Dane,"Burgess, Melvin",IA,B,Fremont; Page; Mills; Montgomery,/works/OL18174307W,1842701819,borrow_available,https://covers.openlibrary.org/b/isbn/1842701819-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Fremont; Page; Mills; Montgomery,/works/OL891945W,1741769035,borrow_available,
On the Road,"Kerouac, Jack",IA,B,Fremont; Page; Mills; Montgomery,/works/OL65906W,0142437255,private,https://covers.openlibrary.org/b/isbn/0142437255-M.jpg?default=false
One Flew Over the Cuckoo's Nest,"Kesey, Ken",IA,B,Fremont; Page; Mills; Montgomery,/works/OL2944469W,0451078357,borrow_available,https://covers.openlibrary.org/b/isbn/0451078357-M.jpg?default=false
Oryx and Crake,"Atwood, Margaret",IA,B,Fremont; Page; Mills; Montgomery,/works/OL675722W,0747562598,borrow_available,https://covers.openlibrary.org/b/isbn/0747562598-M.jpg?default=false
"Rabbit, Run","Updike, John",IA,B,Fremont; Page; Mills; Montgomery,/works/OL463836W,9780795326608,private,https://covers.openlibrary.org/b/isbn/9780795326608-M.jpg?default=false
Roots: The Saga of An American Family,"Haley, Alex",IA,B,Fremont; Page; Mills; Montgomery,/works/OL43090662W,,private,
Running Loose,"Crutcher, Chris",IA,B,Fremont; Page; Mills; Montgomery,/works/OL3454744W,0606277994,private,https://covers.openlibrary.org/b/isbn/0606277994-M.jpg?default=false
Running with Scissors: A Memoir,"Burroughs, Augusten",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5728455W,9781402566219,borrow_available,
Shatter Me,"Mafi, Tahereh",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16014245W,1780318685,private,https://covers.openlibrary.org/b/isbn/1780318685-M.jpg?default=false
Slaughterhouse-Five,"Vonnegut Jr., Kurt",IA,B,Fremont; Page; Mills; Montgomery,/works/OL98459W,9780060564926,borrow_available,https://covers.openlibrary.org/b/isbn/9780060564926-M.jpg?default=false
Snow Falling on Cedars,"Guterson, David",IA,B,Fremont; Page; Mills; Montgomery,/works/OL8036957W,0788705857,borrow_available,https://covers.openlibrary.org/b/isbn/0788705857-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Fremont; Page; Mills; Montgomery,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Song of Solomon,"Morrison, Toni",IA,B,Fremont; Page; Mills; Montgomery,/works/OL50564W,9780586049815,private,
Speak,"Anderson, Laurie Halse",IA,B,Fremont; Page; Mills; Montgomery,/works/OL509183W,9780374371524,private,https://covers.openlibrary.org/b/isbn/9780374371524-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Fremont; Page; Mills; Montgomery,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Alex Crow,"Smith, Andrew",IA,B,Fremont; Page; Mills; Montgomery,/works/OL19995765W,9781405273428,private,https://covers.openlibrary.org/b/isbn/9781405273428-M.jpg?default=false
The Black Dahlia,"Ellroy, James",IA,B,Fremont; Page; Mills; Montgomery,/works/OL553754W,1841593885,borrow_available,
The Bluest Eye,"Morrison, Toni",IA,B,Fremont; Page; Mills; Montgomery,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Casual Vacancy,"Rowling, J.K.",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16796166W,9781405519229,borrow_available,
The Chocolate War,"Cormier, Robert",IA,B,Fremont; Page; Mills; Montgomery,/works/OL55326W,9781568491707,borrow_available,
The Color Purple,"Walker, Alice",IA,B,Fremont; Page; Mills; Montgomery,/works/OL273644W,9780671668785,borrow_available,https://covers.openlibrary.org/b/isbn/9780671668785-M.jpg?default=false
"The Earth, My Butt, and Other Big Round Things","Mackler, Carolyn",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5700730W,1417674881,borrow_available,
The Female of the Species,"McGinnis, Mindy",IA,B,Fremont; Page; Mills; Montgomery,/works/OL20037215W,0062320904,Unknown,
The Grace Year,"Liggett, Kim",IA,B,Fremont; Page; Mills; Montgomery,/works/OL20326606W,1473582695,Unknown,
The Hate U Give,"Thomas, Angie",IA,B,Fremont; Page; Mills; Montgomery,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
The Infinite Moment of Us,"Myracle, Lauren",IA,B,Fremont; Page; Mills; Montgomery,/works/OL19968347W,9780606361507,borrow_available,https://covers.openlibrary.org/b/isbn/9780606361507-M.jpg?default=false
The Kite Runner,"Hosseini, Khaled",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5781992W,9780132356596,borrow_available,
The List,"Vivian, Siobhan",IA,B,Fremont; Page; Mills; Montgomery,/works/OL19352973W,0545169186,Unknown,https://covers.openlibrary.org/b/isbn/0545169186-M.jpg?default=false
The Lovely Bones,"Sebold, Alice",IA,B,Fremont; Page; Mills; Montgomery,/works/OL5962664W,160024842X,borrow_available,https://covers.openlibrary.org/b/isbn/160024842X-M.jpg?default=false
The Notebook,"Sparks, Nicholas",IA,B,Fremont; Page; Mills; Montgomery,/works/OL54797W,1568652429,borrow_available,
The Perks of Being a Wallflower,"Chbosky, Stephen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL875437W,9782010021787,borrow_available,https://covers.openlibrary.org/b/isbn/9782010021787-M.jpg?default=false
The Sky is Everywhere,"Nelson, Jandy",IA,B,Fremont; Page; Mills; Montgomery,/works/OL15440101W,1469232766,private,https://covers.openlibrary.org/b/isbn/1469232766-M.jpg?default=false
The True Story of Hansel and Gretel: A Novel of War and Survival,"Murphy, Louise",IA,B,Fremont; Page; Mills; Montgomery,/works/OL20339576W,1467677000,Unknown,
The Unbearable Lightness of Being,"Kundera, Milan",IA,B,Fremont; Page; Mills; Montgomery,/works/OL28766571W,4087603512,Unknown,
The Underground Railroad,"Whitehead, Colson",IA,B,Fremont; Page; Mills; Montgomery,/works/OL17619932W,8494601458,private,https://covers.openlibrary.org/b/isbn/8494601458-M.jpg?default=false
Thirteen Reasons Why,"Asher, Jay",IA,B,Fremont; Page; Mills; Montgomery,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
Tilt,"Hopkins, Ellen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16342401W,9781484429471,private,
Triangles,"Hopkins, Ellen",IA,B,Fremont; Page; Mills; Montgomery,/works/OL16221906W,9781451626339,private,https://covers.openlibrary.org/b/isbn/9781451626339-M.jpg?default=false
Twisted,"Anderson, Laurie Halse",IA,B,Fremont; Page; Mills; Montgomery,/works/OL509213W,9781429530279,private,https://covers.openlibrary.org/b/isbn/9781429530279-M.jpg?default=false
Ulysses,"Joyce, James",IA,B,Fremont; Page; Mills; Montgomery,/works/OL86318W,1604598638,open,
Uprooted,"Novik, Naomi",IA,B,Fremont; Page; Mills; Montgomery,/works/OL17345493W,9780804179034,private,https://covers.openlibrary.org/b/isbn/9780804179034-M.jpg?default=false
Where the Crawdads Sing,"Owens, Delia",IA,B,Fremont; Page; Mills; Montgomery,/works/OL18766691W,0593187989,Unknown,https://covers.openlibrary.org/b/isbn/0593187989-M.jpg?default=false
A Bend In The Road,"Sparks, Nicholas",IA,B,Sioux,/works/OL54814W,9780446696135,private,https://covers.openlibrary.org/b/isbn/9780446696135-M.jpg?default=false
A Heart in a Body in the World,"Caletti, Deb",IA,B,Sioux,/works/OL19752374W,1481415204,Unknown,
All This Time,"Daughtry, Mikki",IA,B,Sioux,/works/OL21896066W,9781534466364,Unknown,
American Dirt,"Cummins, Jeanine",IA,B,Sioux,/works/OL20639181W,9781250751089,Unknown,
Before I Die,"Downham, Jenny",IA,B,Sioux,/works/OL9173668W,0375849378,private,https://covers.openlibrary.org/b/isbn/0375849378-M.jpg?default=false
Before the Devil Breaks You,"Bray, Libba",IA,B,Sioux,/works/OL17715963W,9780316356510,Unknown,https://covers.openlibrary.org/b/isbn/9780316356510-M.jpg?default=false
Beloved,"Morrison, Toni",IA,B,Sioux,/works/OL50548W,2264047968,borrow_available,
Bitterblue,"Cashore, Kristin",IA,B,Sioux,/works/OL16262971W,9782360510658,private,https://covers.openlibrary.org/b/isbn/9782360510658-M.jpg?default=false
Blink,"Dawn, Sasha",IA,B,Sioux,/works/OL19740558W,1512498548,Unknown,
Breathless,"Niven, Jennifer",IA,B,Sioux,/works/OL21684458W,9780241371923,Unknown,
Chasing Lucky,"Bennett, Jenn",IA,B,Sioux,/works/OL21334961W,1534425179,Unknown,
Covet,"Wolff, Tracy",IA,B,Sioux,/works/OL25291068W,9781649377227,Unknown,
Crave,"Wolff, Tracy",IA,B,Sioux,/works/OL22150464W,607077227X,Unknown,
Crush,"Wolff, Tracy",IA,B,Sioux,/works/OL22150465W,9788466427593,Unknown,https://covers.openlibrary.org/b/isbn/9788466427593-M.jpg?default=false
"Everything, Everything","Yoon, Nicola",IA,B,Sioux,/works/OL17843967W,9788327156785,private,https://covers.openlibrary.org/b/isbn/9788327156785-M.jpg?default=false
Fire,"Cashore, Kristin",IA,B,Sioux,/works/OL11728428W,9780575098152,borrow_available,https://covers.openlibrary.org/b/isbn/9780575098152-M.jpg?default=false
Firekeeper's Daughter,"Boulley, Angeline",IA,B,Sioux,/works/OL20805905W,1250866030,private,
Frankly in Love,"Yoon, David",IA,B,Sioux,/works/OL20140570W,9781432869335,Unknown,https://covers.openlibrary.org/b/isbn/9781432869335-M.jpg?default=false
"Friday Night Lights: A Town, A Team, and a Dream","Bissinger, H.G.",IA,B,Sioux,/works/OL2645895W,9780306824227,private,
Girl in Pieces,"Glasgow, Kathleen",IA,B,Sioux,/works/OL20234863W,9782380821314,private,https://covers.openlibrary.org/b/isbn/9782380821314-M.jpg?default=false
Graceling,"Cashore, Kristin",IA,B,Sioux,/works/OL15702282W,0575085304,private,https://covers.openlibrary.org/b/isbn/0575085304-M.jpg?default=false
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",IA,B,Sioux,/works/OL19068751W,1536453595,Unknown,
In Search of Us,"Dellaira, Ava",IA,B,Sioux,/works/OL19734755W,9780374305314,Unknown,
Lair of Dreams,"Bray, Libba",IA,B,Sioux,/works/OL17715962W,0316126047,private,https://covers.openlibrary.org/b/isbn/0316126047-M.jpg?default=false
Looking for Alaska,"Green, John",IA,B,Sioux,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Monument 14,"Laybourne, Emmy",IA,B,Sioux,/works/OL18173455W,9781444914726,borrow_available,https://covers.openlibrary.org/b/isbn/9781444914726-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",IA,B,Sioux,/works/OL891945W,1741769035,borrow_available,
Out of Darkness,"Pérez, Ashley Hope",IA,B,Sioux,/works/OL20009530W,1467776777,private,
Paper Towns,"Green, John",IA,B,Sioux,/works/OL11822690W,9788380740006,borrow_available,https://covers.openlibrary.org/b/isbn/9788380740006-M.jpg?default=false
Room,"Donoghue, Emma",IA,B,Sioux,/works/OL15212619W,8466335501,borrow_available,
Savage Drift,"Laybourne, Emmy",IA,B,Sioux,/works/OL19981883W,9781250036421,private,https://covers.openlibrary.org/b/isbn/9781250036421-M.jpg?default=false
Sky On Fire,"Laybourne, Emmy",IA,B,Sioux,/works/OL20337452W,1469255596,Unknown,https://covers.openlibrary.org/b/isbn/1469255596-M.jpg?default=false
The Diviners,"Bray, Libba",IA,B,Sioux,/works/OL16704609W,0316126101,private,https://covers.openlibrary.org/b/isbn/0316126101-M.jpg?default=false
The Fault in Our Stars,"Green, John",IA,B,Sioux,/works/OL16444438W,0141359153,borrow_available,
The King of Crows,"Bray, Libba",IA,B,Sioux,/works/OL20644379W,1907410465,Unknown,
The Kite Runner,"Hosseini, Khaled",IA,B,Sioux,/works/OL5781992W,9780132356596,borrow_available,
Jack of Hearts (and other parts),"Rosen, L. C.",FL,B,Hillsborough,/works/OL19794573W,9780241365014,Unknown,
Call Me By Your Name,"Aciman, André",FL,B,Hillsborough,/works/OL8034526W,9780374118044,private,https://covers.openlibrary.org/b/isbn/9780374118044-M.jpg?default=false
What We Saw,"Hartzler, Aaron",IA,B,Sioux,/works/OL20007211W,0062338749,private,https://covers.openlibrary.org/b/isbn/0062338749-M.jpg?default=false
Where the Crawdads Sing,"Owens, Delia",IA,B,Sioux,/works/OL18766691W,0593187989,Unknown,https://covers.openlibrary.org/b/isbn/0593187989-M.jpg?default=false
Winterkeep,"Cashore, Kristin",IA,B,Sioux,/works/OL15631967W,1473232775,Unknown,https://covers.openlibrary.org/b/isbn/1473232775-M.jpg?default=false
With the Fire on High,"Acevedo, Elizabeth",IA,B,Sioux,/works/OL20153019W,198265807X,Unknown,https://covers.openlibrary.org/b/isbn/198265807X-M.jpg?default=false
A Court of Frost and Starlight,"Maas, Sarah J.",IA,B,Johnson; Linn,/works/OL19655889W,9788328060449,Unknown,https://covers.openlibrary.org/b/isbn/9788328060449-M.jpg?default=false
A Court of Mist and Fury,"Maas, Sarah J.",IA,B,Johnson; Linn,/works/OL17860744W,9781408857892,private,https://covers.openlibrary.org/b/isbn/9781408857892-M.jpg?default=false
A Court of Thorns and Roses,"Maas, Sarah J.",IA,B,Johnson; Linn,/works/OL17352669W,2732472301,private,https://covers.openlibrary.org/b/isbn/2732472301-M.jpg?default=false
A Court of Wings and Ruin,"Maas, Sarah J.",IA,B,Johnson; Linn,/works/OL17823218W,9781681197678,private,https://covers.openlibrary.org/b/isbn/9781681197678-M.jpg?default=false
Concrete Rose,"Thomas, Angie",IA,B,Johnson; Linn,/works/OL20863101W,0063056534,private,https://covers.openlibrary.org/b/isbn/0063056534-M.jpg?default=false
Drama: A Graphic Novel,"Telgemeier, Raina",IA,B,Johnson; Linn,/works/OL16793507W,9780545779968,private,
"Everything, Everything","Yoon, Nicola",IA,B,Johnson; Linn,/works/OL17843967W,9788327156785,private,https://covers.openlibrary.org/b/isbn/9788327156785-M.jpg?default=false
Identical,"Hopkins, Ellen",IA,B,Johnson; Linn,/works/OL5969735W,9781416984658,private,
Looking for Alaska,"Green, John",IA,B,Johnson; Linn,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Me and Earl and the Dying Girl,"Andrews, Jesse",IA,B,Johnson; Linn,/works/OL16190785W,9781419719608,borrow_available,https://covers.openlibrary.org/b/isbn/9781419719608-M.jpg?default=false
Melissa (George),"Gino, Alex",IA,B,Johnson; Linn,/works/OL17334061W,1338843400,private,
Nineteen Minutes,"Picoult, Jodi",IA,B,Johnson; Linn,/works/OL891945W,1741769035,borrow_available,
Perfect,"Hopkins, Ellen",IA,B,Johnson; Linn,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Johnson; Linn,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Johnson; Linn,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Fault in Our Stars,"Green, John",IA,B,Johnson; Linn,/works/OL16444438W,0141359153,borrow_available,
The Hate U Give,"Thomas, Angie",IA,B,Johnson; Linn,/works/OL17714701W,8501111716,borrow_available,https://covers.openlibrary.org/b/isbn/8501111716-M.jpg?default=false
Tilt,"Hopkins, Ellen",IA,B,Johnson; Linn,/works/OL16342401W,9781484429471,private,
Tricks,"Hopkins, Ellen",IA,B,Johnson; Linn,/works/OL5969746W,1416950087,private,https://covers.openlibrary.org/b/isbn/1416950087-M.jpg?default=false
Where the Crawdads Sing,"Owens, Delia",IA,B,Johnson; Linn,/works/OL18766691W,0593187989,Unknown,https://covers.openlibrary.org/b/isbn/0593187989-M.jpg?default=false
Empire of Storms,"Maas, Sarah J.",IA,B,Hamilton; Boone,/works/OL17625829W,9781619636095,borrow_available,https://covers.openlibrary.org/b/isbn/9781619636095-M.jpg?default=false
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",IA,B,Hamilton; Boone,/works/OL19068751W,1536453595,Unknown,
Nineteen Minutes,"Picoult, Jodi",IA,B,Hamilton; Boone,/works/OL891945W,1741769035,borrow_available,
Song of Solomon,"Morrison, Toni",IA,B,Hamilton; Boone,/works/OL50564W,9780586049815,private,
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",IA,B,Hamilton; Boone,/works/OL46472W,9780316013680,private,https://covers.openlibrary.org/b/isbn/9780316013680-M.jpg?default=false
The Kite Runner,"Hosseini, Khaled",IA,B,Hamilton; Boone,/works/OL5781992W,9780132356596,borrow_available,
Thirteen Reasons Why,"Asher, Jay",IA,B,Hamilton; Boone,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
Water for Elephants,"Gruen, Sara",IA,B,Hamilton; Boone,/works/OL5813796W,9781565125605,borrow_available,https://covers.openlibrary.org/b/isbn/9781565125605-M.jpg?default=false
A Clash of Kings,"Martin, George R. R.",IA,B,Polk,/works/OL257939W,9780008363741,borrow_available,https://covers.openlibrary.org/b/isbn/9780008363741-M.jpg?default=false
A Court of Mist and Fury,"Maas, Sarah J.",IA,B,Polk,/works/OL17860744W,9781408857892,private,https://covers.openlibrary.org/b/isbn/9781408857892-M.jpg?default=false
A Court of Thorns and Roses,"Maas, Sarah J.",IA,B,Polk,/works/OL17352669W,2732472301,private,https://covers.openlibrary.org/b/isbn/2732472301-M.jpg?default=false
A Game of Thrones,"Martin, George R. R.",IA,B,Polk,/works/OL257943W,9788702125580,borrow_available,https://covers.openlibrary.org/b/isbn/9788702125580-M.jpg?default=false
Damsel,"Arnold, Elana K.",IA,B,Polk,/works/OL19755103W,0062742337,Unknown,https://covers.openlibrary.org/b/isbn/0062742337-M.jpg?default=false
Red Hood,"Arnold, Elana K.",IA,B,Polk,/works/OL20649351W,9780062742377,Unknown,
Thirteen Reasons Why,"Asher, Jay",IA,B,Polk,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
The Perks of Being a Wallflower,"Chbosky, Stephen",IA,B,Polk,/works/OL875437W,9782010021787,borrow_available,https://covers.openlibrary.org/b/isbn/9782010021787-M.jpg?default=false
Tilt,"Cumyn, Alan",IA,B,Polk,/works/OL16629917W,9781554981106,borrow_available,https://covers.openlibrary.org/b/isbn/9781554981106-M.jpg?default=false
The Carnival at Bray,"Foley, Jessie Ann",IA,B,Polk,/works/OL17081973W,1322096767,borrow_available,
Looking for Alaska,"Green, John",IA,B,Polk,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Ordinary Hazards,"Grimes, Nikki",IA,B,Polk,/works/OL21208697W,1629798819,Unknown,https://covers.openlibrary.org/b/isbn/1629798819-M.jpg?default=false
Snow Falling on Cedars,"Guterson, David",IA,B,Polk,/works/OL8036957W,0788705857,borrow_available,https://covers.openlibrary.org/b/isbn/0788705857-M.jpg?default=false
Crank,"Hopkins, Ellen",IA,B,Polk,/works/OL5969752W,9780689865190,private,https://covers.openlibrary.org/b/isbn/9780689865190-M.jpg?default=false
Identical,"Hopkins, Ellen",IA,B,Polk,/works/OL5969735W,9781416984658,private,
Perfect,"Hopkins, Ellen",IA,B,Polk,/works/OL16086729W,1416983244,private,https://covers.openlibrary.org/b/isbn/1416983244-M.jpg?default=false
Tricks,"Hopkins, Ellen",IA,B,Polk,/works/OL5969746W,1416950087,private,https://covers.openlibrary.org/b/isbn/1416950087-M.jpg?default=false
The Kite Runner,"Hosseini, Khaled",IA,B,Polk,/works/OL5781992W,9780132356596,borrow_available,
We Are the Ants,"Hutchinson, Shaun David",IA,B,Polk,/works/OL17934983W,0606397477,private,https://covers.openlibrary.org/b/isbn/0606397477-M.jpg?default=false
All Boys Aren't Blue,"Johnson, George M.",IA,B,Polk,/works/OL20728338W,9780241515044,private,
Furyborn,"Legrand, Claire",IA,B,Polk,/works/OL19740568W,9781492656623,Unknown,https://covers.openlibrary.org/b/isbn/9781492656623-M.jpg?default=false
Last Night at the Telegraph Club,"Lo, Malinda",IA,B,Polk,/works/OL21915364W,9781529366587,Unknown,https://covers.openlibrary.org/b/isbn/9781529366587-M.jpg?default=false
Empire of Storms,"Maas, Sarah J.",IA,B,Polk,/works/OL17625829W,9781619636095,borrow_available,https://covers.openlibrary.org/b/isbn/9781619636095-M.jpg?default=false
Sold,"McCormick, Patricia",IA,B,Polk,/works/OL8119653W,9780786851713,private,https://covers.openlibrary.org/b/isbn/9780786851713-M.jpg?default=false
Beloved,"Morrison, Toni",IA,B,Polk,/works/OL50548W,2264047968,borrow_available,
Sula,"Morrison, Toni",IA,B,Polk,/works/OL50567W,9780701124236,private,https://covers.openlibrary.org/b/isbn/9780701124236-M.jpg?default=false
The Bluest Eye,"Morrison, Toni",IA,B,Polk,/works/OL50565W,9780452287068,private,https://covers.openlibrary.org/b/isbn/9780452287068-M.jpg?default=false
The Infinite Moment of Us,"Myracle, Lauren",IA,B,Polk,/works/OL19968347W,9780606361507,borrow_available,https://covers.openlibrary.org/b/isbn/9780606361507-M.jpg?default=false
"Niven, Jennifer",Breathless,IA,B,Polk,/works/OL17323489W,9780593118924,open,https://covers.openlibrary.org/b/isbn/9780593118924-M.jpg?default=false
Out of Darkness,"Pérez, Ashley Hope",IA,B,Polk,/works/OL20009530W,1467776777,private,
Nineteen Minutes,"Picoult, Jodi",IA,B,Polk,/works/OL891945W,1741769035,borrow_available,
Lucky,"Sebold, Alice",IA,B,Polk,/works/OL5962663W,0759570485,borrow_available,
The Color Purple,"Walker, Alice",IA,B,Polk,/works/OL273644W,9780671668785,borrow_available,https://covers.openlibrary.org/b/isbn/9780671668785-M.jpg?default=false
The Glass Castle,"Walls, Jeannette",IA,B,Polk,/works/OL46760W,7535548881,borrow_available,https://covers.openlibrary.org/b/isbn/7535548881-M.jpg?default=false
Thirteen Reasons Why,"Asher, Jay",CO,B,,/works/OL9264548W,9780141328294,private,https://covers.openlibrary.org/b/isbn/9780141328294-M.jpg?default=false
Looking for Alaska,"Green, John",CO,B,,/works/OL265426W,052542802X,borrow_available,https://covers.openlibrary.org/b/isbn/052542802X-M.jpg?default=false
Burned (EH),"Hopkins, Ellen",CO,B,,/works/OL15678068W,0393959465,open,https://covers.openlibrary.org/b/isbn/0393959465-M.jpg?default=false
Crank,"Hopkins, Ellen",CO,B,,/works/OL5969752W,9780689865190,private,https://covers.openlibrary.org/b/isbn/9780689865190-M.jpg?default=false
